batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name
11,2a62dfdc5c770f06,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:121:tpl:3,train_pending_review,,,,,TBK m.121 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.121] Başlık: Faiz veya irat borcunu ya da bağışladığı bir miktar
parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez.","Özet: ""parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür."" [Kaynak: TBK m.121]",REVISE,,"Özet: ""Faiz veya irat borcunu ya da bağışladığı bir miktar parayı ödemekte temerrüde düşen borçlu, icra takibine girişildiği veya dava açıldığı günden başlayarak, temerrüt faizi ödemekle yükümlüdür. Buna aykırı olarak yapılan anlaşmalar, ceza koşulu hükümlerine tabi olur. Temerrüt faizine, ayrıca temerrüt faizi yürütülemez."" [Kaynak: TBK m.121]",
12,2a82f4ea8e9fc2fd,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:643:tpl:4,train_pending_review,,,,,TBK m.643 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.643] Başlık: 2. Kazanç ve zararın paylaşımı / Ortaklığın borçları ödendikten ve ortaklardan her
birinin ortaklığa verdiği avanslar ile ortaklık için yaptığı giderler ve koymuş olduğu katılım payı geri verildikten sonra bir şey artarsa, bu kazanç, ortaklar arasında paylaşılır. Ortaklığın, borçlar, giderler ve avanslar ödendikten sonra kalan varlığı, ortakların koydukları katılım paylarının geri verilmesine yetmezse, zarar ortaklar arasında paylaşılır.","Doğrudan metin dayanağı: ""birinin ortaklığa verdiği avanslar ile ortaklık için yaptığı giderler ve koymuş olduğu katılım payı geri verildikten sonra bir şey artarsa, bu kazanç, ortaklar arasında paylaşılır."" [Kaynak: TBK m.643]",REVISE,,"Doğrudan metin dayanağı: ""Ortaklığın borçları ödendikten ve ortaklardan her birinin ortaklığa verdiği avanslar ile ortaklık için yaptığı giderler ve koymuş olduğu katılım payı geri verildikten sonra bir şey artarsa, bu kazanç, ortaklar arasında paylaşılır. Ortaklığın, borçlar, giderler ve avanslar ödendikten sonra kalan varlığı, ortakların koydukları katılım paylarının geri verilmesine yetmezse, zarar ortaklar arasında paylaşılır."" [Kaynak: TBK m.643]",
13,2a86c944a7257ad4,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:126:tpl:3,train_pending_review,,,,,TBK m.126 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.126] Başlık: İfasına başlanmış sürekli edimli sözleşmelerde,
borçlunun temerrüdü hâlinde alacaklı, ifa ve gecikme tazminatı isteyebileceği gibi, sözleşmeyi feshederek, sözleşmenin süresinden önce sona ermesi yüzünden uğradığı zararın giderilmesini de isteyebilir. ÜÇÜNCÜ AYIRIM Borç İlişkilerinin Üçüncü Kişilere Etkisi","Özet: ""borçlunun temerrüdü hâlinde alacaklı, ifa ve gecikme tazminatı isteyebileceği gibi, sözleşmeyi feshederek, sözleşmenin süresinden önce sona ermesi yüzünden uğradığı zararın giderilmesini de isteyebilir."" [Kaynak: TBK m.126]",REVISE,,"Özet: ""İfasına başlanmış sürekli edimli sözleşmelerde, borçlunun temerrüdü hâlinde alacaklı, ifa ve gecikme tazminatı isteyebileceği gibi, sözleşmeyi feshederek, sözleşmenin süresinden önce sona ermesi yüzünden uğradığı zararın giderilmesini de isteyebilir."" [Kaynak: TBK m.126]",
14,2a8a237270591079,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:587:tpl:1,train_pending_review,,,,,TBK m.587'e göre temel kural nedir?,"[Kaynak: TBK m.587] Başlık: 3. Birlikte kefalet / Birden çok kişi, aynı borca birlikte kefil oldukları
takdirde, her biri kendi payı için adi kefil gibi, diğerlerinin payı için de kefile kefil gibi sorumlu olur. Borçluyla birlikte veya kendi aralarında müteselsil kefil olarak yükümlülük altına giren kefillerden her biri, borcun tamamından sorumlu olur. Ancak, bir kefil, kendisiyle birlikte daha önce veya aynı zamanda müteselsilen yükümlü bulunan ve Türkiye’de takip edilebilen bütün kefillere karşı takibe girişilmiş olmadıkça, kendi payından fazlasını ödemekten kaçınabilir. Bir kefil, bu hakkı, diğer kefillerin kendi paylarını ödemiş veya ayni güvence sağlamış olmaları durumunda da kullanabilir. Aksine anlaşmalar saklı kalmak kaydıyla, borcu ödeyen kefil, kendi paylarını daha önce ödememiş olmaları ölçüsünde, diğer kefillere karşı rücu hakkına sahiptir. Bu hak, borçluya rücudan önce de kullanılabilir. Alacaklı, kefilin aynı alacak için başka kişilerin de kefil olduğunu veya olacağını varsayarak kefalet ettiğini biliyor veya bilmesi gerekiyorsa, bu varsayımın sonradan gerçekleşmemesi veya kefillerden birinin alacaklı tarafından kefalet borcundan kurtarılması ya da kefaletinin hükümsüz olduğuna karar verilmesi durumunda kefil, kefalet borcundan kurtulur. Birbirlerinden bağımsız olarak aynı borç için kefil olanlardan her biri, kefalet borcunun tamamından sorumlu olur. Ancak, borcu ödeyen kefil aksine anlaşma olmadıkça, diğerlerine toplam kefalet miktarındaki payı oranında rücu hakkına sahiptir.","TBK m.587 metnine göre: ""takdirde, her biri kendi payı için adi kefil gibi, diğerlerinin payı için de kefile kefil gibi sorumlu olur."" [Kaynak: TBK m.587]",REVISE,,"TBK m.587 metnine göre: ""Birden çok kişi, aynı borca birlikte kefil oldukları takdirde, her biri kendi payı için adi kefil gibi, diğerlerinin payı için de kefile kefil gibi sorumlu olur. Borçluyla birlikte veya kendi aralarında müteselsil kefil olarak yükümlülük altına giren kefillerden her biri, borcun tamamından sorumlu olur. Ancak, bir kefil, kendisiyle birlikte daha önce veya aynı zamanda müteselsilen yükümlü bulunan ve Türkiye’de takip edilebilen bütün kefillere karşı takibe girişilmiş olmadıkça, kendi payından fazlasını ödemekten kaçınabilir. Bir kefil, bu hakkı, diğer kefillerin kendi paylarını ödemiş veya ayni güvence sağlamış olmaları durumunda da kullanabilir. Aksine anlaşmalar saklı kalmak kaydıyla, borcu ödeyen kefil, kendi paylarını daha önce ödememiş olmaları ölçüsünde, diğer kefillere karşı rücu hakkına sahiptir. Bu hak, borçluya rücudan önce de kullanılabilir. Alacaklı, kefilin aynı alacak için başka kişilerin de kefil olduğunu veya olacağını varsayarak kefalet ettiğini biliyor veya bilmesi gerekiyorsa, bu varsayımın sonradan gerçekleşmemesi veya kefillerden birinin alacaklı tarafından kefalet borcundan kurtarılması ya da kefaletinin hükümsüz olduğuna karar verilmesi durumunda kefil, kefalet borcundan kurtulur. Birbirlerinden bağımsız olarak aynı borç için kefil olanlardan her biri, kefalet borcunun tamamından sorumlu olur. Ancak, borcu ödeyen kefil aksine anlaşma olmadıkça, diğerlerine toplam kefalet miktarındaki payı oranında rücu hakkına sahiptir."" [Kaynak: TBK m.587]",
15,2a90c54970b46869,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:301:tpl:3,train_pending_review,,,,,TBK m.301 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.301] Başlık: I. Teslim borcu / Kiraya veren, kiralananı kararlaştırılan tarihte,
sözleşmede amaçlanan kullanıma elverişli bir durumda teslim etmek ve sözleşme süresince bu durumda bulundurmakla yükümlüdür. Bu hüküm, konut ve çatılı işyeri kiralarında kiracı aleyhine değiştirilemez; diğer kira sözleşmelerinde ise, kiracı aleyhine genel işlem koşulları yoluyla bu hükme aykırı düzenleme yapılamaz.","Özet: ""sözleşmede amaçlanan kullanıma elverişli bir durumda teslim etmek ve sözleşme süresince bu durumda bulundurmakla yükümlüdür."" [Kaynak: TBK m.301]",REVISE,,"Özet: ""Kiraya veren, kiralananı kararlaştırılan tarihte, sözleşmede amaçlanan kullanıma elverişli bir durumda teslim etmek ve sözleşme süresince bu durumda bulundurmakla yükümlüdür. Bu hüküm, konut ve çatılı işyeri kiralarında kiracı aleyhine değiştirilemez; diğer kira sözleşmelerinde ise, kiracı aleyhine genel işlem koşulları yoluyla bu hükme aykırı düzenleme yapılamaz."" [Kaynak: TBK m.301]",
16,2ae5e496a4676e4b,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:445:tpl:1,train_pending_review,,,,,TBK m.445'e göre temel kural nedir?,"[Kaynak: TBK m.445] Başlık: 2. Sınırlandırılması / Rekabet yasağı, işçinin ekonomik geleceğini hakkaniyete
aykırı olarak tehlikeye düşürecek biçimde yer, zaman ve işlerin türü bakımından uygun olmayan sınırlamalar içeremez ve süresi, özel durum ve koşullar dışında iki yılı aşamaz. Hâkim, aşırı nitelikteki rekabet yasağını, bütün durum ve koşulları serbestçe değerlendirmek ve işverenin üstlenmiş olabileceği karşı edimi de hakkaniyete uygun biçimde göz önünde tutmak suretiyle, kapsamı veya süresi bakımından sınırlayabilir.","TBK m.445 metnine göre: ""aykırı olarak tehlikeye düşürecek biçimde yer, zaman ve işlerin türü bakımından uygun olmayan sınırlamalar içeremez ve süresi, özel durum ve koşullar dışında iki yılı aşamaz."" [Kaynak: TBK m.445]",REVISE,,"TBK m.445 metnine göre: ""Rekabet yasağı, işçinin ekonomik geleceğini hakkaniyete aykırı olarak tehlikeye düşürecek biçimde yer, zaman ve işlerin türü bakımından uygun olmayan sınırlamalar içeremez ve süresi, özel durum ve koşullar dışında iki yılı aşamaz. Hâkim, aşırı nitelikteki rekabet yasağını, bütün durum ve koşulları serbestçe değerlendirmek ve işverenin üstlenmiş olabileceği karşı edimi de hakkaniyete uygun biçimde göz önünde tutmak suretiyle, kapsamı veya süresi bakımından sınırlayabilir."" [Kaynak: TBK m.445]",
17,2ae7584760fbf258,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:47:tpl:4,train_pending_review,,,,,TBK m.47 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.47] Başlık: 2. Onamama hâlinde / Temsil olunanın açık veya örtülü olarak hukuki işlemi
onamaması hâlinde, bu işlemin geçersiz olmasından doğan zararın giderilmesi, yetkisiz temsilciden istenebilir. Ancak, yetkisiz temsilci, işlemin yapıldığı sırada karşı tarafın, kendisinin yetkisiz olduğunu bildiğini veya bilmesi gerektiğini ispat ederse, kendisinden zararın giderilmesi istenemez. Hakkaniyet gerektiriyorsa, kusurlu yetkisiz temsilciden diğer zararların giderilmesi de istenebilir. Sebepsiz zenginleşmeden doğan haklar saklıdır.","Doğrudan metin dayanağı: ""onamaması hâlinde, bu işlemin geçersiz olmasından doğan zararın giderilmesi, yetkisiz temsilciden istenebilir."" [Kaynak: TBK m.47]",REVISE,,"Doğrudan metin dayanağı: ""Temsil olunanın açık veya örtülü olarak hukuki işlemi onamaması hâlinde, bu işlemin geçersiz olmasından doğan zararın giderilmesi, yetkisiz temsilciden istenebilir. Ancak, yetkisiz temsilci, işlemin yapıldığı sırada karşı tarafın, kendisinin yetkisiz olduğunu bildiğini veya bilmesi gerektiğini ispat ederse, kendisinden zararın giderilmesi istenemez. Hakkaniyet gerektiriyorsa, kusurlu yetkisiz temsilciden diğer zararların giderilmesi de istenebilir. Sebepsiz zenginleşmeden doğan haklar saklıdır."" [Kaynak: TBK m.47]",
18,2b04a3c54de889fe,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:175:tpl:3,train_pending_review,,,,,TBK m.175 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.175] Başlık: II. Dürüstlük / Taraflardan biri, koşulun
gerçekleşmesine dürüstlük kurallarına aykırı olarak engel olursa, koşul gerçekleşmiş sayılır. Taraflardan biri, koşulun gerçekleşmesini dürüstlük kurallarına aykırı biçimde sağlarsa, koşul gerçekleşmemiş sayılır.","Özet: ""gerçekleşmesine dürüstlük kurallarına aykırı olarak engel olursa, koşul gerçekleşmiş sayılır."" [Kaynak: TBK m.175]",REVISE,,"Özet: ""Taraflardan biri, koşulun gerçekleşmesine dürüstlük kurallarına aykırı olarak engel olursa, koşul gerçekleşmiş sayılır. Taraflardan biri, koşulun gerçekleşmesini dürüstlük kurallarına aykırı biçimde sağlarsa, koşul gerçekleşmemiş sayılır."" [Kaynak: TBK m.175]",
19,2b0f80ac7294a336,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:255:tpl:1,train_pending_review,,,,,TBK m.255'e göre temel kural nedir?,"[Kaynak: TBK m.255] Başlık: 3. Sözleşmenin hüküm ve / Taksitle satış sözleşmesi, alıcı bakımından, taraflarca
imzalanmış sözleşmenin bir nüshasının eline geçmesinden yedi gün sonra hüküm ve sonuçlarını doğurur. Alıcı, bu süre içinde irade açıklamasını geri aldığını satıcıya yazılı olarak bildirebilir. Bu haktan önceden feragat edilemez. Geri alma bildiriminin sürenin son gününde postaya verilmiş olması, sonuç doğurması için yeterlidir. Satıcı geri alma süresi içinde malı alıcıya devretmişse alıcı, malı ancak olağan bir gözden geçirmenin gerektirdiği ölçüde kullanabilir; aksi takdirde sözleşme hüküm ve sonuçlarını doğurmuş olur. Alıcının geri alma hakkını kullanması hâlinde, kendisinden cayma parası istenemez. 4. Tarafların hak ve borçları a. Peşinatı ödeme borcu ve sözleşmenin süresi","TBK m.255 metnine göre: ""imzalanmış sözleşmenin bir nüshasının eline geçmesinden yedi gün sonra hüküm ve sonuçlarını doğurur."" [Kaynak: TBK m.255]",REVISE,,"TBK m.255 metnine göre: ""Taksitle satış sözleşmesi, alıcı bakımından, taraflarca imzalanmış sözleşmenin bir nüshasının eline geçmesinden yedi gün sonra hüküm ve sonuçlarını doğurur. Alıcı, bu süre içinde irade açıklamasını geri aldığını satıcıya yazılı olarak bildirebilir. Bu haktan önceden feragat edilemez. Geri alma bildiriminin sürenin son gününde postaya verilmiş olması, sonuç doğurması için yeterlidir. Satıcı geri alma süresi içinde malı alıcıya devretmişse alıcı, malı ancak olağan bir gözden geçirmenin gerektirdiği ölçüde kullanabilir; aksi takdirde sözleşme hüküm ve sonuçlarını doğurmuş olur. Alıcının geri alma hakkını kullanması hâlinde, kendisinden cayma parası istenemez. 4. Tarafların hak ve borçları"" [Kaynak: TBK m.255]",
20,2b119adf2ced51eb,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:128:tpl:3,train_pending_review,,,,,TBK m.128 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.128] Başlık: B. Üçüncü kişinin / Üçüncü bir kişinin fiilini başkasına karşı üstlenen, bu
fiilin gerçekleşmemesinden doğan zararı gidermekle yükümlüdür. Belirli bir süre için yapılan üstlenmede, sürenin bitimine kadar üstlenene edimini ifa etmesi için yazılı olarak başvurulmaması hâlinde, üstlenenin sorumluluğunun sona ereceği kararlaştırılabilir. C. Üçüncü kişi yararına sözleşme","Özet: ""fiilin gerçekleşmemesinden doğan zararı gidermekle yükümlüdür. Belirli bir süre için yapılan üstlenmede, sürenin bitimine kadar üstlenene edimini ifa etmesi için yazılı olarak başvurulmaması hâlinde, üstlenenin sorumluluğunun sona ereceği kararlaştırılabilir."" [Kaynak: TBK m.128]",REVISE,,"Özet: ""Üçüncü bir kişinin fiilini başkasına karşı üstlenen, bu fiilin gerçekleşmemesinden doğan zararı gidermekle yükümlüdür. Belirli bir süre için yapılan üstlenmede, sürenin bitimine kadar üstlenene edimini ifa etmesi için yazılı olarak başvurulmaması hâlinde, üstlenenin sorumluluğunun sona ereceği kararlaştırılabilir."" [Kaynak: TBK m.128]",
21,2b1397aa27a6bf40,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:4,train_pending_review,,,,,TBK m.118 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","Doğrudan metin dayanağı: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",REVISE,,"Doğrudan metin dayanağı: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",
22,2b30a4bb0ca3b13f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:65:tpl:2,train_pending_review,,,,,TBK m.65 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.65] Başlık: I. Hakkaniyet / Hakkaniyet gerektiriyorsa; hâkim, ayırt etme gücü
bulunmayan kişinin verdiği zararın, tamamen veya kısmen giderilmesine karar verir. II. Özen sorumluluğu","Madde metni şu kuralı içerir: ""bulunmayan kişinin verdiği zararın, tamamen veya kısmen giderilmesine karar verir."" [Kaynak: TBK m.65]",REVISE,,"Madde metni şu kuralı içerir: ""Hakkaniyet gerektiriyorsa; hâkim, ayırt etme gücü bulunmayan kişinin verdiği zararın, tamamen veya kısmen giderilmesine karar verir."" [Kaynak: TBK m.65]",
23,2b48a5ffb8faa83a,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:96:tpl:1,train_pending_review,,,,,TBK m.96'e göre temel kural nedir?,"[Kaynak: TBK m.96] Başlık: V. Erken ifa / Sözleşmenin hükümlerinden veya özelliğinden ya da
durumun gereğinden tarafların aksini kastettikleri anlaşılmadıkça borçlu, edimini sürenin sona ermesinden önce ifa edebilir. Ancak, kanun veya sözleşme ya da âdet gereği olmadıkça borçlu, erken ifada bulunması sebebiyle indirim yapamaz. VI. Karşılıklı borç yükleyen sözleşmelerde","TBK m.96 metnine göre: ""durumun gereğinden tarafların aksini kastettikleri anlaşılmadıkça borçlu, edimini sürenin sona ermesinden önce ifa edebilir."" [Kaynak: TBK m.96]",REVISE,,"TBK m.96 metnine göre: ""Sözleşmenin hükümlerinden veya özelliğinden ya da durumun gereğinden tarafların aksini kastettikleri anlaşılmadıkça borçlu, edimini sürenin sona ermesinden önce ifa edebilir. Ancak, kanun veya sözleşme ya da âdet gereği olmadıkça borçlu, erken ifada bulunması sebebiyle indirim yapamaz."" [Kaynak: TBK m.96]",
24,2b7aac1499343591,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:417:tpl:2,train_pending_review,,,,,TBK m.417 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.417] Başlık: 1. Genel olarak / İşveren, hizmet ilişkisinde işçinin kişiliğini korumak
ve saygı göstermek ve işyerinde dürüstlük ilkelerine uygun bir düzeni sağlamakla, özellikle işçilerin psikolojik ve cinsel tacize uğramamaları ve bu tür tacizlere uğramış olanların daha fazla zarar görmemeleri için gerekli önlemleri almakla yükümlüdür. İşveren, işyerinde iş sağlığı ve güvenliğinin sağlanması için gerekli her türlü önlemi almak, araç ve gereçleri noksansız bulundurmak; işçiler de iş sağlığı ve güvenliği konusunda alınan her türlü önleme uymakla yükümlüdür. İşverenin yukarıdaki hükümler dâhil, kanuna ve sözleşmeye aykırı davranışı nedeniyle işçinin ölümü, vücut bütünlüğünün zedelenmesi veya kişilik haklarının ihlaline bağlı zararların tazmini, sözleşmeye aykırılıktan doğan sorumluluk hükümlerine tabidir.","Madde metni şu kuralı içerir: ""ve saygı göstermek ve işyerinde dürüstlük ilkelerine uygun bir düzeni sağlamakla, özellikle işçilerin psikolojik ve cinsel tacize uğramamaları ve bu tür tacizlere uğramış olanların daha fazla zarar görmemeleri için gerekli önlemleri almakla yükümlüdür."" [Kaynak: TBK m.417]",REVISE,,"Madde metni şu kuralı içerir: ""İşveren, hizmet ilişkisinde işçinin kişiliğini korumak ve saygı göstermek ve işyerinde dürüstlük ilkelerine uygun bir düzeni sağlamakla, özellikle işçilerin psikolojik ve cinsel tacize uğramamaları ve bu tür tacizlere uğramış olanların daha fazla zarar görmemeleri için gerekli önlemleri almakla yükümlüdür. İşveren, işyerinde iş sağlığı ve güvenliğinin sağlanması için gerekli her türlü önlemi almak, araç ve gereçleri noksansız bulundurmak; işçiler de iş sağlığı ve güvenliği konusunda alınan her türlü önleme uymakla yükümlüdür. İşverenin yukarıdaki hükümler dâhil, kanuna ve sözleşmeye aykırı davranışı nedeniyle işçinin ölümü, vücut bütünlüğünün zedelenmesi veya kişilik haklarının ihlaline bağlı zararların tazmini, sözleşmeye aykırılıktan doğan sorumluluk hükümlerine tabidir."" [Kaynak: TBK m.417]",
25,2b7f8ce7d95a7014,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:640:tpl:3,train_pending_review,,,,,TBK m.640 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.640] Başlık: 2. Belirsiz süreli ortaklık / Ortaklık, belirsiz süre için veya ortaklardan birinin
ömrü boyunca sürmek üzere kurulmuşsa, ortaklardan her biri, altı ay önceden fesih bildiriminde bulunabilir. Fesih bildirimi, dürüstlük kurallarına aykırı olarak ve özellikle uygun olmayan bir zamanda yapılamaz. Fesih bildirimi, ancak hesap yılı sonunda hüküm ifade eder. Sözleşmede öngörülmüş olan sürenin bitiminden sonra ortaklık, ortakların örtülü iradesiyle sürdürülürse, belirsiz süreli ortaklığa dönüşür.","Özet: ""ömrü boyunca sürmek üzere kurulmuşsa, ortaklardan her biri, altı ay önceden fesih bildiriminde bulunabilir."" [Kaynak: TBK m.640]",REVISE,,"Özet: ""Ortaklık, belirsiz süre için veya ortaklardan birinin ömrü boyunca sürmek üzere kurulmuşsa, ortaklardan her biri, altı ay önceden fesih bildiriminde bulunabilir. Fesih bildirimi, dürüstlük kurallarına aykırı olarak ve özellikle uygun olmayan bir zamanda yapılamaz. Fesih bildirimi, ancak hesap yılı sonunda hüküm ifade eder. Sözleşmede öngörülmüş olan sürenin bitiminden sonra ortaklık, ortakların örtülü iradesiyle sürdürülürse, belirsiz süreli ortaklığa dönüşür."" [Kaynak: TBK m.640]",
26,2ba21ebb98115491,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:419:tpl:1,train_pending_review,,,,,TBK m.419'e göre temel kural nedir?,"[Kaynak: TBK m.419] Başlık: 3. Kişisel verilerin / İşveren, işçiye ait kişisel verileri, ancak işçinin işe
yatkınlığıyla ilgili veya hizmet sözleşmesinin ifası için zorunlu olduğu ölçüde kullanabilir. Özel kanun hükümleri saklıdır.","TBK m.419 metnine göre: ""yatkınlığıyla ilgili veya hizmet sözleşmesinin ifası için zorunlu olduğu ölçüde kullanabilir."" [Kaynak: TBK m.419]",REVISE,,"TBK m.419 metnine göre: ""İşveren, işçiye ait kişisel verileri, ancak işçinin işe yatkınlığıyla ilgili veya hizmet sözleşmesinin ifası için zorunlu olduğu ölçüde kullanabilir. Özel kanun hükümleri saklıdır."" [Kaynak: TBK m.419]",
27,2bb6c920469d1878,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:285:tpl:3,train_pending_review,,,,,TBK m.285 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.285] Başlık: A. Tanımı / Bağışlama sözleşmesi, bağışlayanın sağlararası sonuç
doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir. Henüz edinilmemiş olan bir haktan feragat etmek veya bir mirası reddetmek, bağışlama değildir. Ahlaki bir ödevin yerine getirilmesi de bağışlama sayılmaz. B. Bağışlama ehliyeti","Özet: ""doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir."" [Kaynak: TBK m.285]",REVISE,,"Özet: ""Bağışlama sözleşmesi, bağışlayanın sağlararası sonuç doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir. Henüz edinilmemiş olan bir haktan feragat etmek veya bir mirası reddetmek, bağışlama değildir. Ahlaki bir ödevin yerine getirilmesi de bağışlama sayılmaz."" [Kaynak: TBK m.285]",
28,2bd0012850029204,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:244:tpl:3,train_pending_review,,,,,TBK m.244 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.244] Başlık: II. Sorumluluk / Aksine sözleşme olmadıkça, satılan taşınmaz, satış
sözleşmesinde yazılı yüzölçümü tutarını kapsamıyorsa satıcı, eksiği için alıcıya tazminat ödemekle yükümlüdür. Satılan taşınmaz, resmî bir ölçüme dayanılarak tapu siciline yazılmış olan yüzölçümü tutarını içermiyorsa satıcı, özellikle üstlenmiş olmadıkça tazminat ile yükümlü değildir. Bir yapının ayıplı olmasından doğan davalar, mülkiyetin geçmesinden başlayarak beş yılın ve satıcının ağır kusuru varsa yirmi yılın geçmesiyle zamanaşımına uğrar.","Özet: ""sözleşmesinde yazılı yüzölçümü tutarını kapsamıyorsa satıcı, eksiği için alıcıya tazminat ödemekle yükümlüdür."" [Kaynak: TBK m.244]",REVISE,,"Özet: ""Aksine sözleşme olmadıkça, satılan taşınmaz, satış sözleşmesinde yazılı yüzölçümü tutarını kapsamıyorsa satıcı, eksiği için alıcıya tazminat ödemekle yükümlüdür. Satılan taşınmaz, resmî bir ölçüme dayanılarak tapu siciline yazılmış olan yüzölçümü tutarını içermiyorsa satıcı, özellikle üstlenmiş olmadıkça tazminat ile yükümlü değildir. Bir yapının ayıplı olmasından doğan davalar, mülkiyetin geçmesinden başlayarak beş yılın ve satıcının ağır kusuru varsa yirmi yılın geçmesiyle zamanaşımına uğrar."" [Kaynak: TBK m.244]",
29,2c289e338dab8dad,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:41:tpl:2,train_pending_review,,,,,TBK m.41 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.41] Başlık: Başkası adına ve hesabına temsil kamu hukukundan
doğmuşsa, temsil yetkisinin içeriği ve derecesi bu konudaki yasal hükümlere; temsil hukuksal bir işlemden doğmuşsa, temsil yetkisinin içeriği ve derecesi o hukuksal işleme göre belirlenir. Temsil yetkisi üçüncü kişilere bildirilmişse temsil yetkisinin içeriği ve derecesi, bu bildirime göre belirlenir. 2. Hukuki işlemden doğan yetki a. Yetkinin sınırlanması ve geri alınması","Madde metni şu kuralı içerir: ""doğmuşsa, temsil yetkisinin içeriği ve derecesi bu konudaki yasal hükümlere; temsil hukuksal bir işlemden doğmuşsa, temsil yetkisinin içeriği ve derecesi o hukuksal işleme göre belirlenir."" [Kaynak: TBK m.41]",REVISE,,"Madde metni şu kuralı içerir: ""Başkası adına ve hesabına temsil kamu hukukundan doğmuşsa, temsil yetkisinin içeriği ve derecesi bu konudaki yasal hükümlere; temsil hukuksal bir işlemden doğmuşsa, temsil yetkisinin içeriği ve derecesi o hukuksal işleme göre belirlenir. Temsil yetkisi üçüncü kişilere bildirilmişse temsil yetkisinin içeriği ve derecesi, bu bildirime göre belirlenir. 2. Hukuki işlemden doğan yetki"" [Kaynak: TBK m.41]",
