batch_id,row_id,surface_name,question,model_answer,source_citation,expected_source_type,expected_display_citation,expected_yururluk_state,cross_type_disambiguation,is_problem_core,is_sentinel_control,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name,second_reviewer_name
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0112,citation_heavy_exact_locator_long_article,4123 m.9 hükmünü görünür citation ve canonical locator ile birlikte verir misin?,"Exact citation 4123 m.9. Locator: law://4123/4123/4123 m.9. Madde No: 9. Madde 9 – (Değişik birinci fıkra: 29/5/2003-4864/6 md.) Tabiî afet nedeniyle ödenen veya ödenecek sigorta tazminatları, Devletçe ödenen yardımlardan düşülmez. Bu Kanunda yer alan hükümlerin uygulanması ile ilgili sürelerin tespitine Cumhurbaşkanı yetkilidir.[10] Ek Madde 1 – (Ek: 16/11/1995-4133/3 md.) Tabii afet nedeniyle hasar gören: a) İskan ruhsatı alınmış binalara ait afet tarihinden önce resmi şekilde düzenlenmiş satış vaadi senedine veya noterlikçe düzenlenmiş satış senedine sahip olanlara, b) Fiilen... [Kaynak: 4123 m.9]",4123 m.9,KANUN,4123 m.9,YURURLUKTE,false,true,false,REVISE,Cevap ilgili madde dışına taşmış; Ek Madde 1 metni çıkarılmalıdır.,"Exact citation 4123 m.9. Locator: law://4123/4123/4123 m.9. Madde 9 – (Değişik birinci fıkra: 29/5/2003-4864/6 md.) Tabiî afet nedeniyle ödenen veya ödenecek sigorta tazminatları, Devletçe ödenen yardımlardan düşülmez. Bu Kanunda yer alan hükümlerin uygulanması ile ilgili sürelerin tespitine Cumhurbaşkanı yetkilidir. [Kaynak: 4123 m.9]",GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0114,citation_heavy_exact_locator_long_article,4710 m.0 hükmünü görünür citation ve canonical locator ile birlikte verir misin?,"Exact citation 4710 m.0. Locator: law://4710/4710/4710 m.0. CUMHURBAŞKANI KARARI Karar Sayısı: 4710 28 Ekim 2021 Recep Tayyip ERDOĞAN CUMHURBAŞKANI 29 Ekim 2021 CUMA Resmî Gazete Sayı : 31643 28/10/2021 TARİHLİ VE 4710 SAYILI CUMHURBAŞKANI KARARININ EKİ KARAR Amaç1 MADDE 1- (1) Bu Kararın amacı; R.B. Karesi İthalat İhracat Tekstil Sanayi ve Ticaret Anonim Şirketi tarafından Balıkesir İlinde yapılacak olan polimer/cips, POY, FDY ve sentetik elyaf üretim tesisi yatırımının, 20/8/2016 tarihli ve 6745 sayılı Yatırımların Proje Bazında Desteklenmesi ile Bazı Kanun ve Kanun... [Kaynak: 4710 m.0]",4710 m.0,CB_KARAR,4710 m.0,YURURLUKTE,false,false,true,APPROVE,,,GPT-5.4 Pro,
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0118,excluded_source_unsupported_source_refusal,"1 m.272 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,CB_KARARNAME,1 m.272,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,REJECT,Soru içtihat değerlendirmesi istemesine rağmen cevap soruyu karşılamayan kapsam dışı bir ret cevabıdır.,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0120,excluded_source_unsupported_source_refusal,"38351 m.7 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,UY,38351 m.7,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,REJECT,Soru içtihat değerlendirmesi istemesine rağmen cevap soruyu karşılamayan kapsam dışı bir ret cevabıdır.,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0130,source_local_direct_retrieval,20059617 m.19 hükmünün ana içeriğini doğrudan özetler misin?,Dayanak 20059617 m.19 (CB_YONETMELIK). Yürürlük. Yürürlük Madde 19 - Bu Yönetmelik yayımı tarihinden altı ay sonra yürürlüğe girer. [Kaynak: 20059617 m.19],20059617 m.19,CB_YONETMELIK,20059617 m.19,YURURLUKTE,false,false,true,APPROVE,,,GPT-5.4 Pro,
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0159,cross_type_wrong_source_disambiguation,3709 m.0 için belge türünü açıkça ayırır mısın? Yanlış source seçimi yapmadan kısa dayanak ver.,Bu atif CB_YONETMELIK turundedir. Dayanak 3709 m.0. Diğer Bilgiler. 19/3/2021 TARİHLİ VE 3709 SAYILI CUMHURBAŞKANI KARARI İLE YÜRÜRLÜĞE KONULAN YÖNETMELİĞE EK VE DEĞİŞİKLİK GETİREN YÖNETMELİKLERİN YÜRÜRLÜĞE GİRİŞ TARİHLERİNİ GÖSTEREN TABLO Ek ve Değişiklik Getiren Yönetmeliği Yürürlüğe Koyan Yönetmeliğin 3709 Sayılı... [Kaynak: 3709 m.0],3709 m.0,CB_YONETMELIK,3709 m.0,YURURLUKTE,true,false,true,APPROVE,,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0169,yururluk_mulga_temporal_interpretation,1076 m.11 maddesinin temporal durumunu ve geçerlilik aralığını belirtir misin?,"Dayanak 1076 m.11 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: UNKNOWN. Madde No: 11. Madde 11 – (Değişik: 3/10/2016-KHK-676/46 md.; Aynen kabul: 1/2/2018-7070/39 md.) Malûliyet iddia edenlerin sevkleri, bulundukları askerlik şubelerince Sağlık Bakanlığınca belirlenen yetkili en yakın sağlık kurullarına... [Kaynak: 1076 m.11]",1076 m.11,MULGA,1076 m.11,MULGA,false,true,false,REVISE,Bitiş tarihi eksik; 1076 sayılı Kanun 26/06/2019 tarihinde yürürlükten kalkmıştır.,Dayanak 1076 m.11 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: 2019-06-26. [Kaynak: 1076 m.11],GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0171,yururluk_mulga_temporal_interpretation,1076 m.20 için yürürlük statüsünü tarihleriyle birlikte açıklar mısın?,Dayanak 1076 m.20 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: UNKNOWN. Madde No: 20. Madde 20 – Umumi ve kısmi seferberlik için çağrılan mülazimlere ve yüzbaşılara bir defaya mahsus olmak üzere elbise ve teçhizat tedariki için tahsisatiyle beraber birer maaş miktarında ikramiye verilir. [Kaynak: 1076 m.20],1076 m.20,MULGA,1076 m.20,MULGA,false,true,false,REVISE,Bitiş tarihi eksik; 1076 sayılı Kanun 26/06/2019 tarihinde yürürlükten kalkmıştır.,Dayanak 1076 m.20 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: 2019-06-26. [Kaynak: 1076 m.20],GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0174,citation_heavy_exact_locator_long_article,8 m.0 için exact citation ve locator bilgisiyle dayanağı gösterir misin?,"Exact citation 8 m.0. Locator: law://8/8/8 m.0. 16 Mayıs 2025 CUMA Resmî Gazete Sayı : 32902 GENELGE Cumhurbaşkanlığından: Konu: Ulusal Erişilebilirlik Günü GENELGE 2025/8 Erişilebilirlik herkesin, istediği her yere ve her hizmete, bağımsız ve güvenli olarak ulaşabilmesi ve bunları kullanabilmesidir. Engelliler ve yaşlılar başta olmak üzere hareket kısıtlılığı olan bireylerin sağlık, eğitim, rehabilitasyon başta olmak üzere tüm toplumsal hizmetlerden eşit ve tam faydalanabilmesi ve günlük yaşamını yardımsız şekilde sürdürebilmesi için yapılı çevre, ulaşım ve... [Kaynak: 8 m.0]",8 m.0,CB_GENELGE,8 m.0,YURURLUKTE,false,false,true,APPROVE,,,GPT-5.4 Pro,
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0175,citation_heavy_exact_locator_long_article,219331 m.29 için exact citation ve locator bilgisiyle dayanağı gösterir misin?,"Exact citation 219331 m.29. Locator: law://219331/219331/219331 m.29. Madde No: 29. Madde 29 – Bu Nizamname hükümlerini Adliye, Sıhhat ve İçtimai Muavenet ve Münakalat Vekilleri yürütür. (A) İçlerinde doktor veya sıhhat memuru bulunan yolcu gemilerine mahsus ilaçlar ile tıbbi levazım ve aletlerin listesi 1 Dahilen kullanılan ilaçlar Ampuller: Morfin (Kloridrat) (Beheri 0,01 - Santigr.) 20 aded Ergotin (Beheri 0,20 Santigr.) 10 "" Kafein (Beheri 0,25 Santigr.) 10 "" Apomorfin (Beheri 0,005 Miligr.) 10 "" Ether (Beheri 1 Sk.) 10 "" Vil kanfre (Beheri 0,20 Santigr.) 20 aded Adrenalin (Beheri 0,001... [Kaynak: 219331 m.29]",219331 m.29,TUZUK,219331 m.29,YURURLUKTE,false,true,false,REVISE,Cevap ilgili madde dışına taşmış; ek listenin metni çıkarılmalıdır.,"Exact citation 219331 m.29. Locator: law://219331/219331/219331 m.29. Madde 29 – Bu Nizamname hükümlerini Adliye, Sıhhat ve İçtimai Muavenet ve Münakalat Vekilleri yürütür. [Kaynak: 219331 m.29]",GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0179,excluded_source_unsupported_source_refusal,"652 m.24 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,KHK,652 m.24,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,REJECT,Soru içtihat değerlendirmesi istemesine rağmen cevap soruyu karşılamayan kapsam dışı bir ret cevabıdır.,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0190,source_local_direct_retrieval,200915212 m.33 maddesinin ne dediğini kısa şekilde belirtir misin?,Dayanak 200915212 m.33 (CB_YONETMELIK). İşletme müdürünün nitelikleri. İşletme müdürünün nitelikleri MADDE 33 – (Mülga:RG-19/10/2022-31988-CK-6229/29 md.) [Kaynak: 200915212 m.33],200915212 m.33,CB_YONETMELIK,200915212 m.33,YURURLUKTE,false,false,true,APPROVE,,,GPT-5.4 Pro,
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0219,cross_type_wrong_source_disambiguation,8166 m.0 hükmünü tür bazında disambiguation yaparak gösterir misin?,Bu atif CB_YONETMELIK turundedir. Dayanak 8166 m.0. Diğer Bilgiler. 10/2/2024 TARİHLİ VE 8166 SAYILI CUMHURBAŞKANI KARARI İLE YÜRÜRLÜĞE KONULAN KARARA EK VE DEĞİŞİKLİK GETİREN KARARLARIN YÜRÜRLÜĞE GİRİŞ TARİHLERİNİ GÖSTEREN TABLO Ek ve Değişiklik Getiren Kararı Yürürlüğe Koyan Cumhurbaşkanı Kararının 8166 Sayılı... [Kaynak: 8166 m.0],8166 m.0,CB_YONETMELIK,8166 m.0,YURURLUKTE,true,false,true,APPROVE,,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0230,yururluk_mulga_temporal_interpretation,1076 m.17 için yürürlük statüsünü tarihleriyle birlikte açıklar mısın?,"Dayanak 1076 m.17 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: UNKNOWN. Yedek subayların terfileri(2). Yedek subayların terfileri(2) Madde 17 – (Değişik: 5/2/2009-5837/18 md.) Yedek subaylar; barışta silah altında geçen süreleri, hizmet sürelerinden sayılmak suretiyle, muvazzaf subaylar gibi terfi ettirilir. Yedek... [Kaynak: 1076 m.17]",1076 m.17,MULGA,1076 m.17,MULGA,false,true,false,REVISE,Bitiş tarihi eksik; 1076 sayılı Kanun 26/06/2019 tarihinde yürürlükten kalkmıştır.,Dayanak 1076 m.17 (MULGA). Yururluk durumu: MULGA. Baslangic: 1927-07-09. Bitis: 2019-06-26. [Kaynak: 1076 m.17],GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0234,citation_heavy_exact_locator_long_article,21 m.0 hükmünü görünür citation ve canonical locator ile birlikte verir misin?,Exact citation 21 m.0. Locator: law://21/21/21 m.0. GENELGE Cumhurbaşkanlığından: Konu: 2020-2022 Dönemi Yatırım Programı Hazırlıkları GENELGE 2019/21 10 Ekim 2019 PERŞEMBE Resmî Gazete Sayı : 30914 (Mükerrer) 10 Ekim 2019 Recep Tayyip ERDOĞAN CUMHURBAŞKANI EK : 2020-2022 Dönemi Yatırım Programı Hazırlama Rehberi [Kaynak: 21 m.0],21 m.0,CB_GENELGE,21 m.0,YURURLUKTE,false,false,true,APPROVE,,,GPT-5.4 Pro,
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0237,citation_heavy_exact_locator_long_article,492 m.86 hükmünü görünür citation ve canonical locator ile birlikte verir misin?,"Exact citation 492 m.86. Locator: law://492/492/492 m.86. 2 - 27/3/1969 tarih ve 1137 sayılı Kanun ile yürürlükten kaldırılmış veya değiştirilmiş olan hükümlerin metinleri: (Madde numaraları: 86). 2 – 27/3/1969 tarih ve 1137 sayılı Kanun ile yürürlükten kaldırılmış veya değiştirilmiş olan hükümlerin metinleri: (Madde numaraları: 86) Madde 86 – (2/7/1964 tarih ve 492 sayılı Kanunun hükmüdür.) Aşağıda yazılı kişiler pasaport ve vize harçlarından muaftırlar: a) Çalışmak üzere yabancı memleketlere giden işçiler ve bunların eşleriyle velayet altındaki çocukları, b) Pasaportların refakat hanesinde kayıtlı olanlar. 3 – 29/7/1970 tarih ve 1318 sayılı Kanun ile yürürlükten kaldırılmış veya değiştirilmiş olan... [Kaynak: 492 m.86]",492 m.86,MULGA,492 m.86,MULGA,false,true,false,REVISE,Cevap ilgili hükümden sonra sonraki mülga metinlere taşmış.,"Exact citation 492 m.86. Locator: law://492/492/492 m.86. Madde 86 – (2/7/1964 tarihli ve 492 sayılı Kanunun hükmüdür.) Aşağıda yazılı kişiler pasaport ve vize harçlarından muaftırlar: a) Çalışmak üzere yabancı memleketlere giden işçiler ve bunların eşleriyle velayet altındaki çocukları, b) Pasaportların refakat hanesinde kayıtlı olanlar. [Kaynak: 492 m.86]",GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0238,excluded_source_unsupported_source_refusal,"200915611 m.49 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,CB_YONETMELIK,200915611 m.49,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,REJECT,Soru içtihat değerlendirmesi istemesine rağmen cevap soruyu karşılamayan kapsam dışı bir ret cevabıdır.,,GPT-5.4 Pro,REQUIRED
MEVZUAT-FAZ-2B-BATCH-002,MEVZUAT-FAZ-2-0240,excluded_source_unsupported_source_refusal,"353 m.145 hakkında Yargıtay, Danıştay veya AYM içtihadındaki yorumları verir misin?","Bu soru bu fazin kapsam disinda kalan secondary-source veya case-law yorumunu istiyor. Mevcut Faz-2 hazirlik hattinda yalniz article-anchored primary-law dayanaklari desteklenir; ictihat, doktrin, uygulama ornegi veya mevzuat disi yorum veremem.",,MULGA,353 m.145,UNSUPPORTED_SOURCE_REFUSAL,false,true,false,REJECT,Soru içtihat değerlendirmesi istemesine rağmen cevap soruyu karşılamayan kapsam dışı bir ret cevabıdır.,,GPT-5.4 Pro,REQUIRED
