batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name
11,4a1f2d937de54f92,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:208:tpl:1,train_pending_review,,,,,TBK m.208'e göre temel kural nedir?,"[Kaynak: TBK m.208] Başlık: B. Yarar ve / Kanundan, durumun gereğinden veya sözleşmede öngörülen
özel koşullardan doğan ayrık hâller dışında, satılanın yarar ve hasarı; taşınır satışlarında zilyetliğin devri, taşınmaz satışlarında ise tescil anına kadar satıcıya aittir. Taşınır satışlarında, alıcının satılanın zilyetliğini devralmada temerrüde düşmesi durumunda zilyetliğin devri gerçekleşmişçesine satılanın yarar ve hasarı alıcıya geçer. Satıcı alıcının isteği üzerine satılanı ifa yerinden başka bir yere gönderirse, yarar ve hasar, satılanın taşıyıcıya teslim edildiği anda alıcıya geçer. İKİNCİ AYIRIM Taşınır Satışı","TBK m.208 metnine göre: ""özel koşullardan doğan ayrık hâller dışında, satılanın yarar ve hasarı; taşınır satışlarında zilyetliğin devri, taşınmaz satışlarında ise tescil anına kadar satıcıya aittir."" [Kaynak: TBK m.208]",REVISE,,"TBK m.208 metnine göre: ""Kanundan, durumun gereğinden veya sözleşmede öngörülen özel koşullardan doğan ayrık hâller dışında, satılanın yarar ve hasarı; taşınır satışlarında zilyetliğin devri, taşınmaz satışlarında ise tescil anına kadar satıcıya aittir. Taşınır satışlarında, alıcının satılanın zilyetliğini devralmada temerrüde düşmesi durumunda zilyetliğin devri gerçekleşmişçesine satılanın yarar ve hasarı alıcıya geçer. Satıcı alıcının isteği üzerine satılanı ifa yerinden başka bir yere gönderirse, yarar ve hasar, satılanın taşıyıcıya teslim edildiği anda alıcıya geçer."" [Kaynak: TBK m.208]",
12,4a3499810d69351f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:296:tpl:1,train_pending_review,,,,,TBK m.296'e göre temel kural nedir?,"[Kaynak: TBK m.296] Başlık: II. Bağışlama sözü / Bağışlama sözü veren, aşağıdaki durumlarda sözünü geri
alabilir ve onu ifadan kaçınabilir: 1. Elden bağışlanılan bir malın geri verilmesini isteyebileceği sebeplerden biri varsa. 2. Mali durumu, sonradan sözün yerine getirilmesini kendisi için olağanüstü ağır kılacak ölçüde değişmişse. 3. Bağışlama sözü verdikten sonra, kendisi için yeni aile yükümlülükleri doğmuş veya bu yükümlülükleri önemli ölçüde ağırlaşmışsa. Bağışlama sözü verenin borcunu ödeme güçsüzlüğü belirlenir veya iflasına karar verilirse, ifa yükümlülüğü ortadan kalkar.","TBK m.296 metnine göre: ""alabilir ve onu ifadan kaçınabilir: 1. Elden bağışlanılan bir malın geri verilmesini isteyebileceği sebeplerden biri varsa."" [Kaynak: TBK m.296]",REVISE,,"TBK m.296 metnine göre: ""Bağışlama sözü veren, aşağıdaki durumlarda sözünü geri alabilir ve onu ifadan kaçınabilir: 1. Elden bağışlanılan bir malın geri verilmesini isteyebileceği sebeplerden biri varsa. 2. Mali durumu, sonradan sözün yerine getirilmesini kendisi için olağanüstü ağır kılacak ölçüde değişmişse. 3. Bağışlama sözü verdikten sonra, kendisi için yeni aile yükümlülükleri doğmuş veya bu yükümlülükleri önemli ölçüde ağırlaşmışsa. Bağışlama sözü verenin borcunu ödeme güçsüzlüğü belirlenir veya iflasına karar verilirse, ifa yükümlülüğü ortadan kalkar."" [Kaynak: TBK m.296]",
13,4a3a4396590f69c5,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:522:tpl:2,train_pending_review,,,,,TBK m.522 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.522] Başlık: II. Ücretin belirlenmesi / Ücret,
belirlenmemişse tarifeye, tarife yoksa teamüle göre ödenir.","Madde metni şu kuralı içerir: ""belirlenmemişse tarifeye, tarife yoksa teamüle göre ödenir."" [Kaynak: TBK m.522]",REVISE,,"Madde metni şu kuralı içerir: Ücret, belirlenmemişse tarifeye, tarife yoksa teamüle göre ödenir. [Kaynak: TBK m.522]",
14,4a46a5a5d3de1b14,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:180:tpl:2,train_pending_review,,,,,TBK m.180 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.180] Başlık: 2. Ceza ile zarar / Alacaklı hiçbir zarara uğramamış olsa bile,
kararlaştırılan cezanın ifası gerekir. Alacaklının uğradığı zarar kararlaştırılan ceza tutarını aşıyorsa alacaklı, borçlunun kusuru bulunduğunu ispat etmedikçe aşan miktarı isteyemez.","Madde metni şu kuralı içerir: ""kararlaştırılan cezanın ifası gerekir. Alacaklının uğradığı zarar kararlaştırılan ceza tutarını aşıyorsa alacaklı, borçlunun kusuru bulunduğunu ispat etmedikçe aşan miktarı isteyemez."" [Kaynak: TBK m.180]",REVISE,,"Madde metni şu kuralı içerir: Alacaklı hiçbir zarara uğramamış olsa bile, kararlaştırılan cezanın ifası gerekir. Alacaklının uğradığı zarar kararlaştırılan ceza tutarını aşıyorsa alacaklı, borçlunun kusuru bulunduğunu ispat etmedikçe aşan miktarı isteyemez. [Kaynak: TBK m.180]",
15,4a762d1d5eab83af,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:329:tpl:4,train_pending_review,,,,,TBK m.329 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.329] Başlık: 2. Taşınmaz ve taşınır / Taraflardan her biri, bir taşınmaza veya taşınır bir
yapıya ilişkin kira sözleşmesini yerel âdette belirlenen kira döneminin sonu için veya böyle bir âdetin bulunmaması durumunda, altı aylık kira döneminin sonu için, üç aylık fesih bildirim süresine uyarak feshedebilir.","Doğrudan metin dayanağı: ""yapıya ilişkin kira sözleşmesini yerel âdette belirlenen kira döneminin sonu için veya böyle bir âdetin bulunmaması durumunda, altı aylık kira döneminin sonu için, üç aylık fesih bildirim süresine uyarak feshedebilir."" [Kaynak: TBK m.329]",REVISE,,"Doğrudan metin dayanağı: ""Taraflardan her biri, bir taşınmaza veya taşınır bir yapıya ilişkin kira sözleşmesini yerel âdette belirlenen kira döneminin sonu için veya böyle bir âdetin bulunmaması durumunda, altı aylık kira döneminin sonu için, üç aylık fesih bildirim süresine uyarak feshedebilir."" [Kaynak: TBK m.329]",
16,4a77eb90f0320c61,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:566:tpl:4,train_pending_review,,,,,TBK m.566 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.566] Başlık: Saklanan, masrafları ve hasarı saklatana ait olmak
üzere, korunması gereken yerde geri verilir.","Doğrudan metin dayanağı: ""üzere, korunması gereken yerde geri verilir."" [Kaynak: TBK m.566]",REVISE,,"Doğrudan metin dayanağı: ""Saklanan, masrafları ve hasarı saklatana ait olmak üzere, korunması gereken yerde geri verilir."" [Kaynak: TBK m.566]",
17,4a8896c839935eba,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:571:tpl:4,train_pending_review,,,,,TBK m.571 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.571] Başlık: I. Senet çıkarma / Saklamak üzere ticari mal kabul ettiğini açıkça
kamuya bildiren ardiyeci, saklatılan malı temsil eden senet çıkarmaya izin verilmesini, yetkili makamdan isteyebilir.","Doğrudan metin dayanağı: ""kamuya bildiren ardiyeci, saklatılan malı temsil eden senet çıkarmaya izin verilmesini, yetkili makamdan isteyebilir."" [Kaynak: TBK m.571]",REVISE,,"Doğrudan metin dayanağı: ""Saklamak üzere ticari mal kabul ettiğini açıkça kamuya bildiren ardiyeci, saklatılan malı temsil eden senet çıkarmaya izin verilmesini, yetkili makamdan isteyebilir."" [Kaynak: TBK m.571]",
18,4ab9fb562656a79a,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:623:tpl:3,train_pending_review,,,,,TBK m.623 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.623] Başlık: 2. Kazanç ve zarara katılma / Sözleşmede aksi kararlaştırılmamışsa, her ortağın
kazanç ve zarardaki payı, katılım payının değerine ve niteliğine bakılmaksızın eşittir. Sözleşmede ortakların kazanç veya zarara katılım paylarından biri belirlenmişse bu belirleme, diğerindeki payı da ifade eder. Bir ortağın zarara katılmaksızın yalnız kazanca katılacağına ilişkin anlaşma, ancak katılma payı olarak yalnızca emeğini koymuş olan ortak için geçerlidir.","Özet: ""kazanç ve zarardaki payı, katılım payının değerine ve niteliğine bakılmaksızın eşittir."" [Kaynak: TBK m.623]",REVISE,,"Özet: Sözleşmede aksi kararlaştırılmamışsa, her ortağın kazanç ve zarardaki payı, katılım payının değerine ve niteliğine bakılmaksızın eşittir. Sözleşmede ortakların kazanç veya zarara katılım paylarından biri belirlenmişse bu belirleme, diğerindeki payı da ifade eder. Bir ortağın zarara katılmaksızın yalnız kazanca katılacağına ilişkin anlaşma, ancak katılma payı olarak yalnızca emeğini koymuş olan ortak için geçerlidir. [Kaynak: TBK m.623]",
19,4ac62ccf0682bf23,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:285:tpl:1,train_pending_review,,,,,TBK m.285'e göre temel kural nedir?,"[Kaynak: TBK m.285] Başlık: A. Tanımı / Bağışlama sözleşmesi, bağışlayanın sağlararası sonuç
doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir. Henüz edinilmemiş olan bir haktan feragat etmek veya bir mirası reddetmek, bağışlama değildir. Ahlaki bir ödevin yerine getirilmesi de bağışlama sayılmaz. B. Bağışlama ehliyeti","TBK m.285 metnine göre: ""doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir."" [Kaynak: TBK m.285]",REVISE,,"TBK m.285 metnine göre: ""Bağışlama sözleşmesi, bağışlayanın sağlararası sonuç doğurmak üzere, malvarlığından bağışlanana karşılıksız olarak bir kazandırma yapmayı üstlendiği sözleşmedir. Henüz edinilmemiş olan bir haktan feragat etmek veya bir mirası reddetmek, bağışlama değildir. Ahlaki bir ödevin yerine getirilmesi de bağışlama sayılmaz."" [Kaynak: TBK m.285]",
20,4b034c38fa5c1939,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:576:tpl:2,train_pending_review,,,,,TBK m.576 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.576] Başlık: 1. Koşulları ve kapsamı / Otel, motel, pansiyon, tatil köyü gibi yerleri
işletenler, konaklayanların getirdikleri eşyanın yok olması, zarara uğraması veya çalınmasından sorumludurlar. Ancak işletenler, zararın bizzat konaklayana veya onu ziyarete gelen ya da beraberinde veya hizmetinde bulunan kimseye yükletilebilecek kusurdan, mücbir sebepten ya da eşyanın niteli ğinden doğduğunu ispat etmekle, bu sorumluluktan kurtulurlar. Bu sorumluluk, işletenlere veya çalışanlarına bir kusur yüklenmedikçe, konaklayanlardan her biri için, günlük konaklama ücretinin üç katını aşamaz.","Madde metni şu kuralı içerir: ""işletenler, konaklayanların getirdikleri eşyanın yok olması, zarara uğraması veya çalınmasından sorumludurlar."" [Kaynak: TBK m.576]",REVISE,,"Madde metni şu kuralı içerir: Otel, motel, pansiyon, tatil köyü gibi yerleri işletenler, konaklayanların getirdikleri eşyanın yok olması, zarara uğraması veya çalınmasından sorumludurlar. Ancak işletenler, zararın bizzat konaklayana veya onu ziyarete gelen ya da beraberinde veya hizmetinde bulunan kimseye yükletilebilecek kusurdan, mücbir sebepten ya da eşyanın niteli ğinden doğduğunu ispat etmekle, bu sorumluluktan kurtulurlar. Bu sorumluluk, işletenlere veya çalışanlarına bir kusur yüklenmedikçe, konaklayanlardan her biri için, günlük konaklama ücretinin üç katını aşamaz. [Kaynak: TBK m.576]",
21,4b2dd719fb4ab924,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:596:tpl:2,train_pending_review,,,,,TBK m.596 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.596] Başlık: Kefil, alacaklıya ifada bulunduğu ölçüde, onun
haklarına halef olur. Kefil, bu hakları asıl borç muaccel olunca kullanabilir. Kefil, aksi kararlaştırılmamışsa, rehin hakları ile aynı alacak için sağlanmış diğer güvencelerden sadece kefalet anında var olan veya bizzat asıl borçlu tarafından, sonradan özellikle bu alacak için verilmiş bulunanlara halef olur. Alacaklıya kısmen ifada bulunan kefil, rehin hakkının sadece bunu karşılayan kısmına halef olur. Alacaklının rehin konusu üzerinde geriye kalan alacak hakkı, kefilin rehin hakkından ön sırada gelir. Kefil ile asıl borçlu arasındaki hukuki ilişkiden doğan istem ve def’iler saklıdır. Bir alacağın güvencesini oluşturan rehin paraya çevrildiği veya borç rehin veren malik tarafından ödendiği takdirde malik, kefile karşı rücu hakkını, ancak kefil ile kendisi arasında böyle bir anlaşma varsa ya da rehin sonradan bir üçüncü kişi tarafından verilmişse kullanabilir. Kefilin rücu hakkına ilişkin zamanaşımı, kefilin alacaklıya ifada bulunduğu anda işlemeye başlar. Kefil, dava hakkı vermeyen veya yanılma ya da ehliyetsizlik sebebiyle asıl borçluyu bağlamayan bir borç için ödemede bulunduğu takdirde, asıl borçluya karşı rücu hakkına sahip değildir. Ancak, kefil zamanaşımına uğramış bir asıl borçtan sorumlu olmayı borçlunun vekili sıfatıyla üstlenmişse asıl borçlu, ona karşı vekâlet sözleşmesi hükümleri uyarınca sorumlu olur. c. Kefilin bildirim yükü","Madde metni şu kuralı içerir: ""haklarına halef olur. Kefil, bu hakları asıl borç muaccel olunca kullanabilir."" [Kaynak: TBK m.596]",REVISE,,"Madde metni şu kuralı içerir: Kefil, alacaklıya ifada bulunduğu ölçüde, onun haklarına halef olur. Kefil, bu hakları asıl borç muaccel olunca kullanabilir. Kefil, aksi kararlaştırılmamışsa, rehin hakları ile aynı alacak için sağlanmış diğer güvencelerden sadece kefalet anında var olan veya bizzat asıl borçlu tarafından, sonradan özellikle bu alacak için verilmiş bulunanlara halef olur. Alacaklıya kısmen ifada bulunan kefil, rehin hakkının sadece bunu karşılayan kısmına halef olur. Alacaklının rehin konusu üzerinde geriye kalan alacak hakkı, kefilin rehin hakkından ön sırada gelir. Kefil ile asıl borçlu arasındaki hukuki ilişkiden doğan istem ve def’iler saklıdır. Bir alacağın güvencesini oluşturan rehin paraya çevrildiği veya borç rehin veren malik tarafından ödendiği takdirde malik, kefile karşı rücu hakkını, ancak kefil ile kendisi arasında böyle bir anlaşma varsa ya da rehin sonradan bir üçüncü kişi tarafından verilmişse kullanabilir. Kefilin rücu hakkına ilişkin zamanaşımı, kefilin alacaklıya ifada bulunduğu anda işlemeye başlar. Kefil, dava hakkı vermeyen veya yanılma ya da ehliyetsizlik sebebiyle asıl borçluyu bağlamayan bir borç için ödemede bulunduğu takdirde, asıl borçluya karşı rücu hakkına sahip değildir. Ancak, kefil zamanaşımına uğramış bir asıl borçtan sorumlu olmayı borçlunun vekili sıfatıyla üstlenmişse asıl borçlu, ona karşı vekâlet sözleşmesi hükümleri uyarınca sorumlu olur. [Kaynak: TBK m.596]",
22,4b3f5ade80a9e6d9,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:620:tpl:2,train_pending_review,,,,,TBK m.620 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.620] Başlık: A. Tanımı / Adi ortaklık sözleşmesi, iki ya da daha fazla kişinin
emeklerini ve mallarını ortak bir amaca erişmek üzere birleştirmeyi üstlendikleri sözleşmedir. Bir ortaklık, kanunla düzenlenmiş ortaklıkların ayırt edici niteliklerini taşımıyorsa, bu bölüm hükümlerine tabi adi ortaklık sayılır. B. Ortaklar arasındaki ilişki","Madde metni şu kuralı içerir: ""emeklerini ve mallarını ortak bir amaca erişmek üzere birleştirmeyi üstlendikleri sözleşmedir."" [Kaynak: TBK m.620]",REVISE,,"Madde metni şu kuralı içerir: Adi ortaklık sözleşmesi, iki ya da daha fazla kişinin emeklerini ve mallarını ortak bir amaca erişmek üzere birleştirmeyi üstlendikleri sözleşmedir. Bir ortaklık, kanunla düzenlenmiş ortaklıkların ayırt edici niteliklerini taşımıyorsa, bu bölüm hükümlerine tabi adi ortaklık sayılır. [Kaynak: TBK m.620]",
23,4b40e628421ffcae,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:161:tpl:2,train_pending_review,,,,,TBK m.161 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.161] Başlık: H. İleri sürülmesi / Zamanaşımı ileri
sürülmedikçe, hâkim bunu kendiliğinden göz önüne alamaz. DÖRDÜNCÜ BÖLÜM Borç İlişkilerinde Özel Durumlar BİRİNCİ AYIRIM Teselsül A. Müteselsil borçluluk","Madde metni şu kuralı içerir: ""sürülmedikçe, hâkim bunu kendiliğinden göz önüne alamaz. DÖRDÜNCÜ BÖLÜM Borç İlişkilerinde Özel Durumlar BİRİNCİ AYIRIM Teselsül A."" [Kaynak: TBK m.161]",REVISE,,"Madde metni şu kuralı içerir: Zamanaşımı ileri sürülmedikçe, hâkim bunu kendiliğinden göz önüne alamaz. [Kaynak: TBK m.161]",
24,4b4acd3e1aab8b22,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:332:tpl:3,train_pending_review,,,,,TBK m.332 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.332] Başlık: 2. Kiracının iflası / Kiracı, kiralananın tesliminden sonra iflas ederse
kiraya veren, işleyecek kira bedelleri için güvence verilmesini isteyebilir. Kiraya veren, güvence verilmesi için kiracı ve iflas masasına yazılı olarak uygun bir süre verir. Bu süre içinde kendisine güvence verilmezse kiraya veren, sözleşmeyi herhangi bir fesih bildirim süresine uymaksızın hemen feshedebilir.","Özet: ""kiraya veren, işleyecek kira bedelleri için güvence verilmesini isteyebilir. Kiraya veren, güvence verilmesi için kiracı ve iflas masasına yazılı olarak uygun bir süre verir."" [Kaynak: TBK m.332]",REVISE,,"Özet: Kiracı, kiralananın tesliminden sonra iflas ederse kiraya veren, işleyecek kira bedelleri için güvence verilmesini isteyebilir. Kiraya veren, güvence verilmesi için kiracı ve iflas masasına yazılı olarak uygun bir süre verir. Bu süre içinde kendisine güvence verilmezse kiraya veren, sözleşmeyi herhangi bir fesih bildirim süresine uymaksızın hemen feshedebilir. [Kaynak: TBK m.332]",
25,4b8e4cef4b51f122,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:79:tpl:2,train_pending_review,,,,,TBK m.79 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.79] Başlık: I. Zenginleşenin / Sebepsiz zenginleşen, zenginleşmenin geri istenmesi
sırasında elinden çıkmış olduğunu ispat ettiği kısmın dışında kalanı geri vermekle yükümlüdür. Zenginleşen, zenginleşmeyi iyiniyetli olmaksızın elden çıkarmışsa veya elden çıkarırken ileride geri vermek zorunda kalabileceğini hesaba katması gerekiyorsa, zenginleşmenin tamamını geri vermekle yükümlüdür.","Madde metni şu kuralı içerir: ""sırasında elinden çıkmış olduğunu ispat ettiği kısmın dışında kalanı geri vermekle yükümlüdür."" [Kaynak: TBK m.79]",REVISE,,"Madde metni şu kuralı içerir: Sebepsiz zenginleşen, zenginleşmenin geri istenmesi sırasında elinden çıkmış olduğunu ispat ettiği kısmın dışında kalanı geri vermekle yükümlüdür. Zenginleşen, zenginleşmeyi iyiniyetli olmaksızın elden çıkarmışsa veya elden çıkarırken ileride geri vermek zorunda kalabileceğini hesaba katması gerekiyorsa, zenginleşmenin tamamını geri vermekle yükümlüdür. [Kaynak: TBK m.79]",
26,4b8ff20e2a615e28,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:483:tpl:3,train_pending_review,,,,,TBK m.483 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.483] Başlık: II. Eserin yok olması / Eser teslimden önce beklenmedik olay sonucu yok olursa
işsahibi, eseri teslim almada temerrüde düşmedikçe yüklenici, yaptığı işin ücretini ve giderlerinin ödenmesini isteyemez. Bu durumda malzemeye gelen hasar, onu sağlayana ait olur. Eserin işsahibince verilen malzeme veya gösterilen arsanın ayıbı veya işsahibinin talimatına uygun yapılması yüzünden yok olması durumunda yüklenici, doğabilecek olumsuz sonuçları zamanında bildirmişse, yaptığı işin değerini ve bu değere girmeyen giderlerinin ödenmesini isteyebilir. İşsahibinin kusuru varsa, yüklenicinin ayrıca zararının giderilmesini de isteme hakkı vardır.","Özet: ""işsahibi, eseri teslim almada temerrüde düşmedikçe yüklenici, yaptığı işin ücretini ve giderlerinin ödenmesini isteyemez."" [Kaynak: TBK m.483]",REVISE,,"Özet: Eser teslimden önce beklenmedik olay sonucu yok olursa işsahibi, eseri teslim almada temerrüde düşmedikçe yüklenici, yaptığı işin ücretini ve giderlerinin ödenmesini isteyemez. Bu durumda malzemeye gelen hasar, onu sağlayana ait olur. Eserin işsahibince verilen malzeme veya gösterilen arsanın ayıbı veya işsahibinin talimatına uygun yapılması yüzünden yok olması durumunda yüklenici, doğabilecek olumsuz sonuçları zamanında bildirmişse, yaptığı işin değerini ve bu değere girmeyen giderlerinin ödenmesini isteyebilir. İşsahibinin kusuru varsa, yüklenicinin ayrıca zararının giderilmesini de isteme hakkı vardır. [Kaynak: TBK m.483]",
27,4ba00499f3eb2423,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:114:tpl:3,train_pending_review,,,,,TBK m.114 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.114] Başlık: 1. Genel olarak / Borçlu, genel olarak her türlü kusurdan sorumludur.
Borçlunun sorumluluğunun kapsamı, işin özel niteliğine göre belirlenir. İş özellikle borçlu için bir yarar sağlamıyorsa, sorumluluk daha hafif olarak değerlendirilir. Haksız fiil sorumluluğuna ilişkin hükümler, kıyas yoluyla sözleşmeye aykırılık hâllerine de uygulanır.","Özet: ""Borçlunun sorumluluğunun kapsamı, işin özel niteliğine göre belirlenir. İş özellikle borçlu için bir yarar sağlamıyorsa, sorumluluk daha hafif olarak değerlendirilir."" [Kaynak: TBK m.114]",REVISE,,"Özet: Borçlu, genel olarak her türlü kusurdan sorumludur. Borçlunun sorumluluğunun kapsamı, işin özel niteliğine göre belirlenir. İş özellikle borçlu için bir yarar sağlamıyorsa, sorumluluk daha hafif olarak değerlendirilir. Haksız fiil sorumluluğuna ilişkin hükümler, kıyas yoluyla sözleşmeye aykırılık hâllerine de uygulanır. [Kaynak: TBK m.114]",
28,4bdfa5b416443c3e,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:117:tpl:1,train_pending_review,,,,,TBK m.117'e göre temel kural nedir?,"[Kaynak: TBK m.117] Başlık: I. Koşulları / Muaccel bir borcun borçlusu, alacaklının ihtarıyla
temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur. Ancak sebepsiz zenginleşenin iyiniyetli olduğu hâllerde temerrüt için bildirim şarttır. II. Hükümleri","TBK m.117 metnine göre: ""temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur."" [Kaynak: TBK m.117]",REVISE,,"TBK m.117 metnine göre: ""Muaccel bir borcun borçlusu, alacaklının ihtarıyla temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur. Ancak sebepsiz zenginleşenin iyiniyetli olduğu hâllerde temerrüt için bildirim şarttır."" [Kaynak: TBK m.117]",
29,4bf7ed530f94763b,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:451:tpl:4,train_pending_review,,,,,TBK m.451 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.451] Başlık: II. Garanti / Pazarlamacının, müşterilerin ödememelerinden veya
diğer yükümlülüklerini ifa etmemelerinden sorumlu olacağına ya da alacağın tahsili için yapılacak masrafları tamamen veya kısmen karşılayacağına ilişkin anlaşmalar, kesin olarak hükümsüzdür. Pazarlamacı, kendi müşteri çevresiyle işlem yapıyorsa, müşterilerin borçlarını ifa etmemesi durumunda, işverenin her bir işlemde uğrayacağı zararın dörtte birini geçmemek üzere karşılamayı, uygun bir ek komisyon kararlaştırılması koşuluyla yazılı olarak üstlenebilir. Sigorta sözleşmelerinde aracılık yapan pazarlamacılar, bir primin tamamının veya bir kısmının ödenmemesi sebebiyle, bunun tahsili için dava veya icra takibi yoluna başvurulması durumunda, bu amaçla yapılacak masrafların en çok yarısını karşılayacaklarını, yazılı olarak üstlenebilirler.","Doğrudan metin dayanağı: ""diğer yükümlülüklerini ifa etmemelerinden sorumlu olacağına ya da alacağın tahsili için yapılacak masrafları tamamen veya kısmen karşılayacağına ilişkin anlaşmalar, kesin olarak hükümsüzdür."" [Kaynak: TBK m.451]",REVISE,,"Doğrudan metin dayanağı: ""Pazarlamacının, müşterilerin ödememelerinden veya diğer yükümlülüklerini ifa etmemelerinden sorumlu olacağına ya da alacağın tahsili için yapılacak masrafları tamamen veya kısmen karşılayacağına ilişkin anlaşmalar, kesin olarak hükümsüzdür. Pazarlamacı, kendi müşteri çevresiyle işlem yapıyorsa, müşterilerin borçlarını ifa etmemesi durumunda, işverenin her bir işlemde uğrayacağı zararın dörtte birini geçmemek üzere karşılamayı, uygun bir ek komisyon kararlaştırılması koşuluyla yazılı olarak üstlenebilir. Sigorta sözleşmelerinde aracılık yapan pazarlamacılar, bir primin tamamının veya bir kısmının ödenmemesi sebebiyle, bunun tahsili için dava veya icra takibi yoluna başvurulması durumunda, bu amaçla yapılacak masrafların en çok yarısını karşılayacaklarını, yazılı olarak üstlenebilirler."" [Kaynak: TBK m.451]",
30,4c1816e696e9a5e1,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:646:tpl:1,train_pending_review,,,,,TBK m.646'e göre temel kural nedir?,"[Kaynak: TBK m.646] Başlık: Bu Kanun, 22/11/2001 tarihli ve 4721 sayılı Türk Medenî
Kanununun Beşinci Kitabı olup, onun tamamlayıcısıdır. Yürürlükten kaldırılan Kanun","TBK m.646 metnine göre: ""Kanununun Beşinci Kitabı olup, onun tamamlayıcısıdır. Yürürlükten kaldırılan Kanun"" [Kaynak: TBK m.646]",REVISE,,"TBK m.646 metnine göre: ""Bu Kanun, 22/11/2001 tarihli ve 4721 sayılı Türk Medenî Kanununun Beşinci Kitabı olup, onun tamamlayıcısıdır."" [Kaynak: TBK m.646]",
