batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyer_decision,lawyer_comment,corrected_answer,reviewer_name
11,27526130f6b0281f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:112:tpl:2,train_pending_review,,,,,TBK m.112 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.112] Başlık: 1. Genel olarak / Borç hiç veya gereği gibi ifa edilmezse borçlu, kendisine
hiçbir kusurun yüklenemeyeceğini ispat etmedikçe, alacaklının bundan doğan zararını gidermekle yükümlüdür.","Madde metni şu kuralı içerir: ""hiçbir kusurun yüklenemeyeceğini ispat etmedikçe, alacaklının bundan doğan zararını gidermekle yükümlüdür."" [Kaynak: TBK m.112]",,,,
12,2886f62fe3934608,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:119:tpl:3,train_pending_review,,,,,TBK m.119 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.119] Başlık: Temerrüde düşen borçlu, beklenmedik hâl sebebiyle
doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir.","Özet: ""doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir."" [Kaynak: TBK m.119]",,,,
13,2b1397aa27a6bf40,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:4,train_pending_review,,,,,TBK m.118 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","Doğrudan metin dayanağı: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,,,
14,2e9b9d89e2e8c0e1,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:G1:tpl:2,train_pending_review,,,,,TBK Geçici m.1 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK Geçici m.1]
(Ek:8/6/2022-7409/4 md.) Konut kiraları bakımından bu maddenin yürürlüğe girdiği tarih ilâ 1/7/2023 (bu tarih dâhil) tarihleri arasında yenilenen kira dönemlerinde uygulanacak kira bedeline ilişkin anlaşmalar, bir önceki kira yılına ait kira bedelinin yüzde yirmi beşini geçmemek koşuluyla geçerlidir. Bir önceki kira yılının tüketici fiyat endeksindeki oniki aylık ortalamalara göre değişim oranının yüzde yirmi beşin altında kalması halinde değişim oranı geçerlidir. Bu kural, bir yıldan daha uzun süreli kira sözleşmelerinde de uygulanır. Bu oranları geçecek şekilde yapılan sözleşmeler, fazla miktar yönünden geçersizdir. Bu fıkra hükmü, 344 üncü maddenin ikinci fıkrası uyarınca hâkim tarafından verilecek kararlar bakımından da uygulanır.","Madde metni şu kuralı içerir: ""(Ek:8/6/2022-7409/4 md.) Konut kiraları bakımından bu maddenin yürürlüğe girdiği tarih ilâ 1/7/2023 (bu tarih dâhil) tarihleri arasında yenilenen kira dönemlerinde uygulanacak kira bedeline ilişkin anlaşmalar, bir önceki kira yılına ait kira bedelinin yüzde yirmi beşini geçmemek koşuluyla geçerlidir."" [Kaynak: TBK Geçici m.1]",,,,
15,2f7bd6b2cd3391ac,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:115:tpl:2,train_pending_review,,,,,TBK m.115 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.115] Başlık: 2. Sorumsuzluk anlaşması / Borçlunun ağır kusurundan sorumlu olmayacağına ilişkin
önceden yapılan anlaşma kesin olarak hükümsüzdür. Borçlunun alacaklı ile hizmet sözleşmesinden kaynaklanan herhangi bir borç sebebiyle sorumlu olmayacağına ilişkin olarak önceden yaptığı her türlü anlaşma kesin olarak hükümsüzdür. Uzmanlığı gerektiren bir hizmet, meslek veya sanat, ancak kanun ya da yetkili makamlar tarafından verilen izinle yürütülebiliyorsa, borçlunun hafif kusurundan sorumlu olmayacağına ilişkin önceden yapılan anlaşma kesin olarak hükümsüzdür.","Madde metni şu kuralı içerir: ""önceden yapılan anlaşma kesin olarak hükümsüzdür. Borçlunun alacaklı ile hizmet sözleşmesinden kaynaklanan herhangi bir borç sebebiyle sorumlu olmayacağına ilişkin olarak önceden yaptığı her türlü anlaşma kesin olarak hükümsüzdür."" [Kaynak: TBK m.115]",,,,
16,3023f7d6baf8c952,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:102:tpl:3,train_pending_review,,,,,TBK m.102 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.102] Başlık: Kanunen geçerli bir açıklama yapılmadığı veya makbuzda
bir açıklık bulunmadığı durumda ödeme, muaccel borç için yapılmış sayılır. Birden çok borç muaccel ise ödemenin, borçluya karşı ilk olarak takip edilen borç için yapılmış olduğu kabul edilir. Takip yapılmamış ise ödeme, vadesi ilk önce gelmiş olan borç için yapılmış olur. Birden çok borcun vadesi aynı zamanda gelmişse, mahsup orantılı olarak; borçlardan hiçbirinin vadesi gelmemişse ödeme, güvencesi en az olan borç için yapılmış sayılır. III. Makbuz ve senetlerin geri verilmesi","Özet: ""bir açıklık bulunmadığı durumda ödeme, muaccel borç için yapılmış sayılır. Birden çok borç muaccel ise ödemenin, borçluya karşı ilk olarak takip edilen borç için yapılmış olduğu kabul edilir."" [Kaynak: TBK m.102]",,,,
17,345f9cc0c4b4e06c,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:119:tpl:4,train_pending_review,,,,,TBK m.119 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.119] Başlık: Temerrüde düşen borçlu, beklenmedik hâl sebebiyle
doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir.","Doğrudan metin dayanağı: ""doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir."" [Kaynak: TBK m.119]",,,,
18,35da62d8a70fb800,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:1,train_pending_review,,,,,TBK m.118'e göre temel kural nedir?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","TBK m.118 metnine göre: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,,,
19,35ef9235fd2ad874,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:3,train_pending_review,,,,,TBK m.118 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","Özet: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,,,
20,383b7feab0cdb459,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:104:tpl:2,train_pending_review,,,,,TBK m.104 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.104] Başlık: 2. Hükümleri / Faiz veya kira bedeli gibi dönemsel edimlerden biri
için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır. Alacaklı anaparanın tamamı için makbuz vermişse, faizlerini de almış olduğu kabul edilir. Borç senedi borçluya geri verilmişse, borç sona ermiş sayılır.","Madde metni şu kuralı içerir: ""için, alacaklı tarafından çekince belirtilmeksizin makbuz verilmişse, önceki dönemlere ait edimler de ifa edilmiş sayılır."" [Kaynak: TBK m.104]",,,,
21,39746622ea51175c,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:119:tpl:2,train_pending_review,,,,,TBK m.119 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.119] Başlık: Temerrüde düşen borçlu, beklenmedik hâl sebebiyle
doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir.","Madde metni şu kuralı içerir: ""doğacak zarardan sorumludur. Borçlu, temerrüde düşmekte kusuru olmadığını veya borcunu zamanında ifa etmiş olsaydı bile beklenmedik hâlin ifa konusu şeye zarar vereceğini ispat ederek bu sorumluluktan kurtulabilir."" [Kaynak: TBK m.119]",,,,
22,3d7824b7ee917c54,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:111:tpl:1,train_pending_review,,,,,TBK m.111'e göre temel kural nedir?,"[Kaynak: TBK m.111] Başlık: F. Diğer ifa engelleri / Borçlunun kusuru olmaksızın, alacağın kime ait
olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir. İKİNCİ AYIRIM Borçların İfa Edilmemesinin Sonuçları A. Borcun ifa edilmemesi I. Giderim borcu","TBK m.111 metnine göre: ""olduğunda veya alacaklının kimliğinde duraksama sebebiyle ya da alacaklıdan kaynaklanan diğer kişisel bir sebeple borç, alacaklıya veya temsilcisine ifa edilemezse borçlu, alacaklının temerrüdünde olduğu gibi, tevdi ya da sözleşmeden dönme hakkını kullanabilir."" [Kaynak: TBK m.111]",,,,
23,42229bfb9bffb40f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:11:tpl:2,train_pending_review,,,,,TBK m.11 hükmünü kaynak metne dayanarak kısa şekilde açıklar mısın?,"[Kaynak: TBK m.11] Başlık: III. Hazır olmayanlar / Hazır olmayanlar arasında kurulan sözleşmeler, kabulün
gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur. B. Sözleşmelerin şekli","Madde metni şu kuralı içerir: ""gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur."" [Kaynak: TBK m.11]",,,,
24,42a3867c92319bd3,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:108:tpl:3,train_pending_review,,,,,TBK m.108 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.108] Başlık: Sözleşmenin konusu olan şeyin niteliği veya işin
özelliği tevdi edilmesine uygun düşmez veya teslim edilecek şey bozulabilir ya da bakımı, korunması veya tevdi edilmesi önemli bir gideri gerektirir ise, borçlu, alacaklıya önceden ihtarda bulunması koşuluyla, hâkimin izniyle onu açık artırma yoluyla sattırıp bedelini tevdi edebilir. Teslim edilecek şey, borsada kayıtlıysa veya piyasa fiyatı varsa ya da yapılacak gidere oranla değeri az ise, satışın açık artırma yoluyla yapılması zorunlu olmadığı gibi, hâkim, önceden ihtarda bulunma koşulunu aramaksızın satışa izin verebilir. c. Tevdi konusunu geri alma","Özet: ""özelliği tevdi edilmesine uygun düşmez veya teslim edilecek şey bozulabilir ya da bakımı, korunması veya tevdi edilmesi önemli bir gideri gerektirir ise, borçlu, alacaklıya önceden ihtarda bulunması koşuluyla, hâkimin izniyle onu açık artırma yoluyla sattırıp bedelini tevdi edebilir."" [Kaynak: TBK m.108]",,,,
25,4ba00499f3eb2423,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:114:tpl:3,train_pending_review,,,,,TBK m.114 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.114] Başlık: 1. Genel olarak / Borçlu, genel olarak her türlü kusurdan sorumludur.
Borçlunun sorumluluğunun kapsamı, işin özel niteliğine göre belirlenir. İş özellikle borçlu için bir yarar sağlamıyorsa, sorumluluk daha hafif olarak değerlendirilir. Haksız fiil sorumluluğuna ilişkin hükümler, kıyas yoluyla sözleşmeye aykırılık hâllerine de uygulanır.","Özet: ""Borçlunun sorumluluğunun kapsamı, işin özel niteliğine göre belirlenir. İş özellikle borçlu için bir yarar sağlamıyorsa, sorumluluk daha hafif olarak değerlendirilir."" [Kaynak: TBK m.114]",,,,
26,4bdfa5b416443c3e,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:117:tpl:1,train_pending_review,,,,,TBK m.117'e göre temel kural nedir?,"[Kaynak: TBK m.117] Başlık: I. Koşulları / Muaccel bir borcun borçlusu, alacaklının ihtarıyla
temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur. Ancak sebepsiz zenginleşenin iyiniyetli olduğu hâllerde temerrüt için bildirim şarttır. II. Hükümleri","TBK m.117 metnine göre: ""temerrüde düşer. Borcun ifa edileceği gün, birlikte belirlenmiş veya sözleşmede saklı tutulan bir hakka dayanarak taraflardan biri usulüne uygun bir bildirimde bulunmak suretiyle belirlemişse, bu günün geçmesiyle; haksız fiilde fiilin işlendiği, sebepsiz zenginleşmede ise zenginleşmenin gerçekleştiği tarihte borçlu temerrüde düşmüş olur."" [Kaynak: TBK m.117]",,,,
27,50fc99c90a9c78c7,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:10:tpl:3,train_pending_review,,,,,TBK m.10 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.10] Başlık: 7. Önerinin ve kabulün / Geri alma
açıklaması, diğer tarafa öneriden önce veya aynı anda ulaşmış ya da daha sonra ulaşmakla birlikte diğer tarafça öneriden önce öğrenilmiş olursa, öneri yapılmamış sayılır. Bu kural, kabulün geri alınmasında da uygulanır.","Özet: ""açıklaması, diğer tarafa öneriden önce veya aynı anda ulaşmış ya da daha sonra ulaşmakla birlikte diğer tarafça öneriden önce öğrenilmiş olursa, öneri yapılmamış sayılır."" [Kaynak: TBK m.10]",,,,
28,517711e3d1b6512e,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:11:tpl:4,train_pending_review,,,,,TBK m.11 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.11] Başlık: III. Hazır olmayanlar / Hazır olmayanlar arasında kurulan sözleşmeler, kabulün
gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur. B. Sözleşmelerin şekli","Doğrudan metin dayanağı: ""gönderildiği andan başlayarak hüküm doğurur. Açık bir kabulün gerekli olmadığı durumlarda, sözleşme önerinin ulaşma anından başlayarak hüküm doğurur."" [Kaynak: TBK m.11]",,,,
29,56eb24c4239b22e0,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:101:tpl:3,train_pending_review,,,,,TBK m.101 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.101] Başlık: 2. Birden çok borçta / Birden çok borcu bulunan borçlu, ödeme gününde bu
borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır. b. Kanuna göre","Özet: ""borçlardan hangisini ödemek istediğini alacaklıya bildirebilir. Borçlu bildirimde bulunmazsa, yapılan ödeme, kendisi tarafından derhâl itiraz edilmiş olmadıkça, alacaklının makbuzda gösterdiği borç için yapılmış sayılır."" [Kaynak: TBK m.101]",,,,
